title,rating,genre,popularity,member,duration,studios,aired
Nonton Towa no Quon 2: Konton no Ranbu Sub Indo,7.31,"['Action', 'Mystery', 'Sci-Fi', 'Super Power', 'Supernatural']",Popularity: #3555,Members: 20883,Duration: 48 min,Studios: Bones,"Aired: Jul 16, 2011"
Nonton Towa no Quon 3: Mugen no Renza Sub Indo,7.41,"['Action', 'Psychological', 'Sci-Fi', 'Super Power', 'Supernatural']",Popularity: #3653,Members: 19588,Duration: 48 min,Studios: Bones,"Aired: Aug 13, 2011"
Nonton Towa no Quon 4: Guren no Shoushin Sub Indo,7.52,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural']",Popularity: #3693,Members: 18808,Duration: 48 min,Studios: Bones,"Aired: Sep 10, 2011"
Nonton Towa no Quon 5: Souzetsu no Raifuku Sub Indo,7.48,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural']",Popularity: #3732,Members: 18225,Duration: 48 min,Studios: Bones,"Aired: Nov 5, 2011"
Nonton Towa no Quon 6: Towa no Quon Sub Indo,7.57,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural']",Popularity: #3465,Members: 18638,Duration: 48 min,Studios: Bones,"Aired: Nov 26, 2011"
Nonton Triage X Sub Indo,6.32,"['Action', 'Adventure', 'Ecchi', 'Shounen']",Popularity: #1428,Members: 65562,Duration: 23 min per ep,Studios: Xebec,"Aired: Apr 9, 2015 to Jun 11, 2015"
Nonton Tribe Nine Sub Indo,6.08,"['Sci-Fi', 'Sports', 'Team Sports']",Popularity: #99999,Members: 12677,Duration: 23 min per ep,Studios: LIDENFILMS,"Aired: Jan 10, 2022 to Mar 28, 2022"
Nonton Trigun Sub Indo,8.22,"['Action', 'Adult Cast', 'Adventure', 'Sci-Fi', 'Shounen']",Popularity: #252,Members: 372819,Duration: 24 min per ep,Studios: Madhouse,"Aired: Apr 1, 1998 to Sep 30, 1998"
Nonton Trigun Stampede Sub Indo,7.84,"['Action', 'Adult Cast', 'Adventure', 'Sci-Fi', 'Shounen']",Popularity: #1315,Members: 67244,Duration: 23 min per ep,Studios: Orange,"Aired: Jan 7, 2023 to Mar 25, 2023"
Nonton Trinity Seven Sub Indo,7.05,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #212,Members: 461900,Duration: 24 min per ep,Studios: Seven Arcs Pictures,"Aired: Oct 8, 2014 to Dec 24, 2014"
Nonton Trinity Seven Movie 1: Eternity Library to Alchemic Girl Sub Indo,7.24,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #1339,Members: 91913,Duration: 55 min,Studios: Seven Arcs Pictures,"Aired: Feb 25, 2017"
Nonton Trinity Seven Movie 2: Heavens Library to Crimson Lord Sub Indo,7.34,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #1920,Members: 52023,Duration: 1 hr,Studios: Seven Arcs Pictures,"Aired: Mar 29, 2019"
Nonton Trinity Seven: Nanatsu no Taizai to Nana Madoushi Sub Indo,7.34,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #1618,Members: 74724,Duration: 26 min,Studios: Seven Arcs Pictures,"Aired: Mar 25, 2015"
Nonton True Tears Sub Indo,7.28,"['Drama', 'Love Polygon', 'Romance', 'School']",Popularity: #1115,Members: 101345,Duration: 24 min per ep,Studios: P.A. Works,"Aired: Jan 6, 2008 to Mar 30, 2008"
Nonton Tsubasa Chronicle Sub Indo,7.52,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Shounen']",Popularity: #1062,Members: 96862,Duration: 25 min per ep,Studios: Bee Train,"Aired: Apr 9, 2005 to Oct 15, 2005"
Nonton Tsubasa Chronicle 2nd Season Sub Indo,7.58,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen']",Popularity: #1844,Members: 59367,Duration: 25 min per ep,Studios: Bee Train,"Aired: Apr 29, 2006 to Nov 4, 2006"
Nonton Tsugu Tsugumomo Sub Indo,7.43,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Mythology', 'School', 'Supernatural']",Popularity: #1939,Members: 40743,Duration: 24 min per ep,Studios: Zero-G,"Aired: Apr 5, 2020 to Jun 21, 2020"
Nonton Tsugumomo Sub Indo,7.04,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Mythology', 'School', 'Supernatural']",Popularity: #1197,Members: 80847,Duration: 23 min per ep,Studios: Zero-G,"Aired: Apr 2, 2017 to Jun 18, 2017"
Nonton Tsugumomo OVA Sub Indo,6.95,"['Action', 'Comedy', 'Erotica', 'Harem', 'Mythology', 'School', 'Supernatural']",Popularity: #4441,Members: 10872,Duration: 22 min,Studios: Zero-G,"Aired: Jan 22, 2020"
Nonton Tsuki ga Kirei Sub Indo,8.04,"['Romance', 'School']",Popularity: #405,Members: 254835,Duration: 24 min per ep,Studios: feel.,"Aired: Apr 7, 2017 to Jun 30, 2017"
Nonton Tsuki ga Kirei Special Sub Indo,7.26,"['Comedy', 'Romance', 'School']",Popularity: #3793,Members: 17191,Duration: 15 min,Studios: feel.,"Aired: Sep 27, 2017"
Nonton Tsuki ga Michibiku Isekai Douchuu Sub Indo,7.71,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai']",Popularity: #522,Members: 230762,Duration: 23 min per ep,Studios: C2C,"Aired: Jul 7, 2021 to Sep 22, 2021"
Nonton Tsuki ga Michibiku Isekai Douchuu 2nd Season Sub Indo,7.78,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai']",Popularity: #1222,Members: 32037,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Jan 8, 2024 to ?"
Nonton Tsuki to Laika to Nosferatu Sub Indo,7.31,"['Fantasy', 'Historical', 'Military', 'Space', 'Vampire']",Popularity: #1527,Members: 53228,Duration: 23 min per ep,Studios: Arvo Animation,"Aired: Oct 4, 2021 to Dec 20, 2021"
Nonton Tsukimonogatari Sub Indo,8.09,"['Comedy', 'Ecchi', 'Mystery', 'Supernatural']",Popularity: #551,Members: 237053,Duration: 26 min per ep,Studios: Shaft,"Aired: Dec 31, 2014"
Nonton Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san Sub Indo,7.23,"['Comedy', 'Fantasy', 'Romance', 'Video Game']",Popularity: #2238,Members: 33470,Duration: 24 min per ep,Studios: Tezuka Productions,"Aired: Jan 7, 2023 to Mar 25, 2023"
Nonton Tsurezure Children Sub Indo,7.55,"['Comedy', 'Romance', 'School', 'Shounen']",Popularity: #272,Members: 393308,Duration: 12 min per ep,Studios: Studio Gokumi,"Aired: Jul 4, 2017 to Sep 19, 2017"
Nonton Tsuritama Sub Indo,7.65,"['Comedy', 'Sci-Fi']",Popularity: #1394,Members: 59910,Duration: 23 min per ep,Studios: A-1 Pictures,"Aired: Apr 13, 2012 to Jun 29, 2012"
Nonton Tsurune: Kazemai Koukou Kyuudoubu Sub Indo,7.67,"['School', 'Sports']",Popularity: #1455,Members: 62371,Duration: 24 min per ep,Studios: Kyoto Animation,"Aired: Oct 22, 2018 to Jan 21, 2019"
Nonton Tsurune: Kazemai Koukou Kyuudoubu – Yabai Sub Indo,7.25,"['School', 'Sports']",Popularity: #3914,Members: 14910,Duration: 24 min,Studios: Kyoto Animation,"Aired: Mar 3, 2019"
Nonton Tsurune: Tsunagari no Issha Sub Indo,8.1,"['School', 'Sports']",Popularity: #2976,Members: 15700,Duration: 23 min per ep,Studios: Kyoto Animation,"Aired: Jan 5, 2023 to Mar 30, 2023"
Nonton Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? Sub Indo,5.55,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']",Popularity: #853,Members: 125593,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Jul 13, 2019 to Sep 28, 2019"
Nonton Uchi no Kaisha no Chiisai Senpai no Hanashi Sub Indo,6.91,"['Adult Cast', 'Comedy', 'Romance', 'Workplace']",Popularity: #2040,Members: 37246,Duration: 23 min per ep,Studios: Project No.9,"Aired: Jul 2, 2023 to Oct 1, 2023"
"Nonton Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai Sub Indo",7.09,"['Childcare', 'Fantasy', 'Slice of Life']",Popularity: #1118,Members: 105853,Duration: 23 min per ep,Studios: Maho Film,"Aired: Jul 4, 2019 to Sep 19, 2019"
Nonton Uchi no Maid ga Uzasugiru! Sub Indo,6.87,"['Comedy', 'Girls Love']",Popularity: #1826,Members: 50875,Duration: 23 min per ep,Studios: Doga Kobo,"Aired: Oct 5, 2018 to Dec 21, 2018"
Nonton Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa… Sub Indo,6.87,"['Comedy', 'Girls Love']",Popularity: #4977,Members: 9478,Duration: 24 min,Studios: Doga Kobo,"Aired: Apr 24, 2019"
Nonton Uchi no Shishou wa Shippo ga Nai Sub Indo,6.74,"['Historical', 'Mythology', 'Performing Arts', 'Seinen', 'Slice of Life', 'Supernatural']",Popularity: #4437,Members: 7078,Duration: 23 min per ep,Studios: LIDENFILMS,"Aired: Sep 30, 2022 to Dec 23, 2022"
Nonton Uchi Tama?! Uchi no Tama Shirimasen ka? Sub Indo,6.94,"['Anthropomorphic', 'Pets', 'Slice of Life']",Popularity: #4504,Members: 7196,Duration: 23 min per ep,Studios: MAPPA,"Aired: Jan 10, 2020 to Mar 20, 2020"
"Nonton Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka? Sub Indo",6.1,"['Romance', 'Sci-Fi']",Popularity: #1136,Members: 108531,Duration: 1 hr 30 min,Studios: Shaft,"Aired: Aug 18, 2017"
Nonton Uchouten Kazoku Sub Indo,7.83,"['Anthropomorphic', 'Award Winning', 'Comedy', 'Drama', 'Fantasy', 'Mythology']",Popularity: #1400,Members: 54104,Duration: 24 min per ep,Studios: P.A. Works,"Aired: Jul 7, 2013 to Sep 29, 2013"
Nonton Uchouten Kazoku 2 Sub Indo,8.08,"['Anthropomorphic', 'Comedy', 'Drama', 'Fantasy', 'Mythology']",Popularity: #2708,Members: 25828,Duration: 23 min per ep,Studios: P.A. Works,"Aired: Apr 9, 2017 to Jun 25, 2017"
Nonton Uchuu Kyoudai Sub Indo,8.49,"['Adult Cast', 'Comedy', 'Seinen', 'Space', 'Workplace']",Popularity: #1230,Members: 52694,Duration: 24 min per ep,Studios: A-1 Pictures,"Aired: Apr 1, 2012 to Mar 22, 2014"
Nonton Uchuu Patrol Luluco Sub Indo,7.53,"['Action', 'Adventure', 'Comedy', 'Parody', 'Sci-Fi', 'Space']",Popularity: #1518,Members: 74678,Duration: 7 min per ep,Studios: Trigger,"Aired: Apr 1, 2016 to Jun 24, 2016"
Nonton Uchuu Senkan Yamato 2199 Sub Indo,8.33,"['Action', 'Adult Cast', 'Drama', 'Military', 'Sci-Fi', 'Space']",Popularity: #1875,Members: 38881,Duration: 25 min per ep,Studios: Xebec,"Aired: May 25, 2012 to Oct 25, 2013"
Nonton Uchuu Senkan Yamato 2202: Ai no Senshi-tachi Sub Indo,7.63,"['Action', 'Adult Cast', 'Drama', 'Military', 'Sci-Fi', 'Space']",Popularity: #4562,Members: 7406,Duration: 25 min per ep,Studios: Xebec,"Aired: Feb 25, 2017 to Mar 1, 2019"
Nonton Udon no Kuni no Kiniro Kemari Sub Indo,7.75,"['Anthropomorphic', 'Childcare', 'Iyashikei', 'Seinen', 'Slice of Life', 'Supernatural']",Popularity: #1669,Members: 53396,Duration: 22 min per ep,Studios: LIDENFILMS,"Aired: Oct 9, 2016 to Dec 25, 2016"
Nonton Ueki no Housoku Sub Indo,7.72,"['Action', 'Adventure', 'Shounen', 'Super Power', 'Supernatural']",Popularity: #1846,Members: 48903,Duration: 23 min per ep,Studios: Studio Deen,"Aired: Apr 4, 2005 to Mar 27, 2006"
Nonton Ueno-san wa Bukiyou Sub Indo,6.56,"['Comedy', 'Romantic Subtext', 'School', 'Seinen']",Popularity: #1822,Members: 53738,Duration: 12 min per ep,Studios: Lesprit,"Aired: Jan 7, 2019 to Mar 25, 2019"
Nonton Ultraman Sub Indo,6.69,"['Action', 'Sci-Fi', 'Seinen', 'Super Power']",Popularity: #4175,Members: 14065,Duration: 23 min per ep,Studios: Production I.G,"Aired: Apr 1, 2019"
Nonton Ulysses: Jehanne Darc to Renkin no Kishi Sub Indo,5.34,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Historical', 'Military', 'Romance']",Popularity: #2151,Members: 33451,Duration: 23 min per ep,Studios: AXsiZ,"Aired: Oct 7, 2018 to Dec 30, 2018"
Nonton Uma Musume: Pretty Derby – Road to the Top Sub Indo,7.89,"['Anthropomorphic', 'Racing', 'Sports']",Popularity: #5871,Members: 5576,Duration: 25 min per ep,Studios: CygamesPictures,"Aired: Apr 16, 2023 to May 7, 2023"
Nonton Uma Musume: Pretty Derby (TV) Sub Indo,7.33,"['Anthropomorphic', 'Racing', 'Sports']",Popularity: #1611,Members: 53759,Duration: 23 min per ep,Studios: P.A. Works,"Aired: Apr 2, 2018 to Jun 18, 2018"
Nonton Uma Musume: Pretty Derby Season 2 Sub Indo,8.1,"['Anthropomorphic', 'Racing', 'Sports']",Popularity: #3060,Members: 22338,Duration: 23 min per ep,Studios: Studio Kai,"Aired: Jan 5, 2021 to Mar 30, 2021"
Nonton Uma Musume: Pretty Derby Season 3 Sub Indo,7.65,"['Anthropomorphic', 'Racing', 'Sports']",Popularity: #4939,Members: 6909,Duration: 23 min per ep,Studios: Studio Kai,"Aired: Oct 5, 2023 to Dec 28, 2023"
Nonton Umibe no Étranger Sub Indo,7.85,['Boys Love'],Popularity: #1354,Members: 86389,Duration: 58 min,Studios: Studio Hibari,"Aired: Sep 11, 2020"
Nonton Umineko no Naku Koro ni Sub Indo,7.04,"['Gore', 'Horror', 'Mystery', 'Psychological', 'Supernatural', 'Suspense']",Popularity: #1090,Members: 92252,Duration: 23 min per ep,Studios: Studio Deen,"Aired: Jul 2, 2009 to Dec 24, 2009"
Nonton UN-GO Sub Indo,7.33,"['Adult Cast', 'Detective', 'Mystery', 'Sci-Fi', 'Supernatural']",Popularity: #1519,Members: 58578,Duration: 24 min per ep,Studios: Bones,"Aired: Oct 14, 2011 to Dec 23, 2011"
Nonton Undead Girl Murder Farce Sub Indo,7.89,"['Adult Cast', 'Detective', 'Fantasy', 'Historical', 'Mystery', 'Vampire']",Popularity: #1607,Members: 59131,Duration: 22 min per ep,Studios: Lapin Track,"Aired: Jul 6, 2023 to Sep 28, 2023"
Nonton Undead Unluck Sub Indo,7.8,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",Popularity: #1004,Members: 69364,Duration: 23 min per ep,Studios: David Production,"Aired: Oct 7, 2023 to Mar 23, 2024"
Nonton Under Ninja Sub Indo,6.93,"['Action', 'Seinen']",Popularity: #2768,Members: 19522,Duration: 24 min per ep,Studios: Tezuka Productions,"Aired: Oct 6, 2023 to Dec 22, 2023"
Nonton Unnamed Memory Sub Indo,7.39,"['Adventure', 'Fantasy', 'Romance']",Popularity: #2618,Members: 6561,Duration: 23 min per ep,Studios: ENGI,"Aired: Apr 9, 2024 to ?"
Nonton Upotte!! Sub Indo,6.45,"['Action', 'Comedy', 'Ecchi', 'Military', 'Seinen']",Popularity: #2541,Members: 31022,Duration: 24 min per ep,Studios: Xebec,"Aired: Apr 7, 2012 to Jun 9, 2012"
Nonton Upotte!!: Miatte Waratte Sub Indo,6.47,"['Comedy', 'Ecchi', 'Military', 'School', 'Seinen']",Popularity: #5289,Members: 7878,Duration: 26 min,Studios: Xebec,"Aired: Oct 13, 2012"
Nonton UQ Holder!: Mahou Sensei Negima! 2 Sub Indo,6.91,"['Action', 'Fantasy', 'Sci-Fi', 'Shounen']",Popularity: #1143,Members: 84430,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Oct 3, 2017 to Dec 19, 2017"
Nonton UQ Holder!: Mahou Sensei Negima! 2 (OVA) Sub Indo,7.18,"['Action', 'Fantasy', 'Sci-Fi', 'Shounen']",Popularity: #4167,Members: 10008,Duration: 22 min per ep,Studios: J.C.Staff,"Aired: Sep 8, 2017 to Jun 8, 2018"
Nonton Uragiri wa Boku no Namae wo Shitteiru Sub Indo,7.2,"['Adventure', 'Boys Love', 'Drama', 'Fantasy', 'Reincarnation', 'Shoujo']",Popularity: #2064,Members: 38186,Duration: 23 min per ep,Studios: J.C.Staff,"Aired: Apr 12, 2010 to Sep 20, 2010"
Nonton Uramichi Oniisan Sub Indo,7.7,"['Adult Cast', 'Comedy', 'Gag Humor', 'Showbiz', 'Workplace']",Popularity: #1040,Members: 89321,Duration: 23 min per ep,Studios: Studio Blanc.,"Aired: Jul 6, 2021 to Sep 28, 2021"
Nonton Urara Meirochou Sub Indo,7.12,"['CGDCT', 'Comedy', 'Fantasy', 'Seinen']",Popularity: #1706,Members: 41799,Duration: 24 min per ep,Studios: J.C.Staff,"Aired: Jan 6, 2017 to Mar 24, 2017"
Nonton Urasekai Picnic Sub Indo,6.64,"['Adventure', 'Fantasy', 'Isekai', 'Mystery', 'Survival', 'Suspense']",Popularity: #1815,Members: 39997,Duration: 23 min per ep,Studios: LIDENFILMS,"Aired: Jan 4, 2021 to Mar 22, 2021"
Nonton Urusei Yatsura (2022) Sub Indo,7.41,"['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",Popularity: #1359,Members: 45733,Duration: 22 min per ep,Studios: David Production,"Aired: Oct 14, 2022 to Mar 24, 2023"
Nonton Urusei Yatsura (2022) 2nd Season Sub Indo,7.76,"['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",Popularity: #3590,Members: 4637,Duration: 22 min per ep,Studios: David Production,"Aired: Jan 12, 2024 to ?"
Nonton Usagi Drop Sub Indo,8.34,"['Childcare', 'Iyashikei', 'Josei', 'Slice of Life']",Popularity: #449,Members: 243876,Duration: 22 min per ep,Studios: Production I.G,"Aired: Jul 8, 2011 to Sep 16, 2011"
Nonton Ushinawareta Mirai wo Motomete Sub Indo,6.73,"['Drama', 'Romance', 'School', 'Sci-Fi', 'Time Travel']",Popularity: #2179,Members: 34043,Duration: 23 min per ep,Studios: feel.,"Aired: Oct 4, 2014 to Dec 20, 2014"
Nonton Ushio to Tora (TV) Sub Indo,7.57,"['Action', 'Adventure', 'Mythology', 'Shounen', 'Supernatural']",Popularity: #1071,Members: 100375,Duration: 24 min per ep,Studios: MAPPA,"Aired: Jul 3, 2015 to Dec 25, 2015"
Nonton Ushio to Tora (TV) 2nd Season Sub Indo,7.89,"['Action', 'Adventure', 'Mythology', 'Shounen', 'Supernatural']",Popularity: #1690,Members: 66289,Duration: 24 min per ep,Studios: MAPPA,"Aired: Apr 1, 2016 to Jun 24, 2016"
Nonton Uta no☆Prince-sama♪ Maji Love 1000% Sub Indo,7.02,"['Comedy', 'Idols (Male)', 'Josei', 'Music', 'Reverse Harem', 'Romance', 'School']",Popularity: #1207,Members: 97680,Duration: 25 min per ep,Studios: A-1 Pictures,"Aired: Jul 3, 2011 to Sep 24, 2011"
Nonton Uta no☆Prince-sama♪ Maji Love 2000% Sub Indo,7.18,"['Comedy', 'Idols (Male)', 'Josei', 'Music', 'Reverse Harem', 'Romance', 'School']",Popularity: #1907,Members: 56085,Duration: 25 min per ep,Studios: A-1 Pictures,"Aired: Apr 4, 2013 to Jun 27, 2013"
Nonton Uta no☆Prince-sama♪ Maji Love Legend Star Sub Indo,7.14,"['Comedy', 'Idols (Male)', 'Josei', 'Music', 'Reverse Harem', 'Romance']",Popularity: #3426,Members: 15165,Duration: 24 min per ep,Studios: A-1 Pictures,"Aired: Oct 2, 2016 to Dec 25, 2016"
Nonton Uta no☆Prince-sama♪ Maji Love Revolutions Sub Indo,7.01,"['Comedy', 'Idols (Male)', 'Josei', 'Music', 'Reverse Harem', 'Romance', 'School']",Popularity: #2820,Members: 25450,Duration: 24 min per ep,Studios: A-1 Pictures,"Aired: Apr 5, 2015 to Jun 28, 2015"
Nonton Utawarerumono Sub Indo,7.62,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",Popularity: #1376,Members: 65894,Duration: 23 min per ep,Studios: OLM,"Aired: Apr 4, 2006 to Sep 26, 2006"
Nonton Utawarerumono: Futari no Hakuoro Sub Indo,7.51,"['Action', 'Drama', 'Fantasy']",Popularity: #3697,Members: 7096,Duration: 24 min per ep,Studios: White Fox,"Aired: Jul 3, 2022 to Dec 25, 2022"
Nonton Utawarerumono: Itsuwari no Kamen Sub Indo,7.26,"['Action', 'Drama', 'Fantasy']",Popularity: #1917,Members: 45486,Duration: 23 min per ep,Studios: White Fox,"Aired: Oct 4, 2015 to Mar 27, 2016"
Nonton Utawarerumono: Tusukuru-koujo no Karei Naru Hibi Sub Indo,6.73,"['Comedy', 'Fantasy']",Popularity: #6544,Members: 2420,Duration: 13 min,Studios: White Fox,"Aired: Apr 26, 2018"
Nonton Uzaki-chan wa Asobitai! Sub Indo,6.99,"['Adult Cast', 'Comedy', 'Romantic Subtext']",Popularity: #474,Members: 259238,Duration: 23 min per ep,Studios: ENGI,"Aired: Jul 10, 2020 to Sep 25, 2020"
Nonton Uzaki-chan wa Asobitai! Double Sub Indo,7.25,"['Adult Cast', 'Comedy', 'Romantic Subtext']",Popularity: #1120,Members: 78986,Duration: 23 min per ep,Studios: ENGI,"Aired: Oct 1, 2022 to Dec 24, 2022"
Nonton Val x Love Sub Indo,5.9,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']",Popularity: #2097,Members: 35874,Duration: 23 min per ep,Studios: Hoods Entertainment,"Aired: Oct 5, 2019 to Dec 21, 2019"
Nonton Valkyrie Drive: Mermaid Sub Indo,6.05,"['Action', 'Erotica', 'Fantasy', 'Girls Love']",Popularity: #1604,Members: 56196,Duration: 24 min per ep,Studios: Arms,"Aired: Oct 10, 2015 to Dec 26, 2015"
Nonton Vampire Knight Sub Indo,6.86,"['Drama', 'Love Polygon', 'Mystery', 'Romance', 'Shoujo', 'Supernatural', 'Vampire']",Popularity: #359,Members: 353363,Duration: 24 min per ep,Studios: Studio Deen,"Aired: Apr 8, 2008 to Jul 1, 2008"
Nonton Vampire Knight: Gekiai no Portrait Sub Indo,6.76,"['Comedy', 'Shoujo', 'Vampire']",Popularity: #3494,Members: 16764,Duration: 3 min,Studios: Studio Deen,"Aired: Nov 26, 2008"
Nonton Vampire Knight: Guilty Sub Indo,7.08,"['Drama', 'Love Polygon', 'Mystery', 'Romance', 'Shoujo', 'Supernatural', 'Vampire']",Popularity: #638,Members: 223974,Duration: 24 min per ep,Studios: Studio Deen,"Aired: Oct 7, 2008 to Dec 30, 2008"
Nonton Vanitas no Karte Sub Indo,7.9,"['Action', 'Fantasy', 'Historical', 'Mystery', 'Shounen', 'Vampire']",Popularity: #418,Members: 216394,Duration: 23 min per ep,Studios: Bones,"Aired: Jul 3, 2021 to Sep 18, 2021"
Nonton Vanitas no Karte Part 2 Sub Indo,8.2,"['Action', 'Fantasy', 'Historical', 'Mystery', 'Shounen', 'Vampire']",Popularity: #870,Members: 122522,Duration: 23 min per ep,Studios: Bones,"Aired: Jan 15, 2022 to Apr 2, 2022"
Nonton Vazzrock The Animation Sub Indo,5.46,"['Idols (Male)', 'Music']",Popularity: #7464,Members: 1171,Duration: 23 min per ep,Studios: PRA,"Aired: Oct 5, 2022 to Dec 28, 2022"
Nonton Vinland Saga Sub Indo,8.75,"['Action', 'Adventure', 'Drama', 'Gore', 'Historical', 'Seinen']",Popularity: #76,Members: 868285,Duration: 24 min per ep,Studios: Wit Studio,"Aired: Jul 8, 2019 to Dec 30, 2019"
Nonton Vinland Saga Season 2 Sub Indo,8.81,"['Action', 'Adventure', 'Drama', 'Gore', 'Historical', 'Seinen']",Popularity: #361,Members: 309400,Duration: 25 min per ep,Studios: MAPPA,"Aired: Jan 10, 2023 to Jun 20, 2023"
Nonton Violet Evergarden Sub Indo,8.68,"['Drama', 'Fantasy']",Popularity: #47,Members: 972615,Duration: 24 min per ep,Studios: Kyoto Animation,"Aired: Jan 11, 2018 to Apr 5, 2018"
Nonton Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou Sub Indo,8.41,"['Drama', 'Fantasy']",Popularity: #542,Members: 247665,Duration: 1 hr 31 min,Studios: Kyoto Animation,"Aired: Sep 6, 2019"
Nonton Violet Evergarden Movie Sub Indo,8.87,"['Award Winning', 'Drama', 'Fantasy']",Popularity: #358,Members: 273950,Duration: 2 hr 20 min,Studios: Kyoto Animation,"Aired: Sep 18, 2020"
Nonton Violet Evergarden: Kitto “Ai” wo Shiru Hi ga Kuru no Darou Sub Indo,8.34,"['Drama', 'Fantasy']",Popularity: #715,Members: 198217,Duration: 34 min,Studios: Kyoto Animation,"Aired: Jul 4, 2018"
Nonton Visual Prison Sub Indo,6.71,"['Music', 'Supernatural', 'Vampire']",Popularity: #3501,Members: 9642,Duration: 24 min per ep,Studios: A-1 Pictures,"Aired: Oct 9, 2021 to Dec 25, 2021"
Nonton ViVid Strike! Sub Indo,7.01,"['Action', 'Drama', 'Martial Arts']",Popularity: #2263,Members: 23939,Duration: 24 min per ep,Studios: Seven Arcs Pictures,"Aired: Oct 2, 2016 to Dec 18, 2016"
Nonton ViVid Strike! Specials Sub Indo,6.66,"['Action', 'Drama', 'Martial Arts']",Popularity: #6361,Members: 3485,Duration: 18 min per ep,Studios: Seven Arcs Pictures,"Aired: Jan 25, 2017 to Mar 29, 2017"
Nonton Vivy: Fluorite Eye’s Song Sub Indo,8.4,"['Action', 'Music', 'Sci-Fi', 'Suspense', 'Time Travel']",Popularity: #412,Members: 242652,Duration: 24 min per ep,Studios: Wit Studio,"Aired: Apr 3, 2021 to Jun 19, 2021"
Nonton Vlad Love Sub Indo,5.84,"['Comedy', 'School', 'Supernatural', 'Vampire']",Popularity: #3918,Members: 7728,Duration: 24 min per ep,Studios: Drive,"Aired: Dec 18, 2020 to Mar 14, 2021"
Nonton Wakaba*Girl Sub Indo,6.89,"['CGDCT', 'School', 'Slice of Life']",Popularity: #3339,Members: 19017,Duration: 7 min per ep,Studios: Nexus,"Aired: Jul 3, 2015 to Sep 25, 2015"
"Nonton Wake Up, Girls! Sub Indo",7.04,"['Drama', 'Idols (Female)', 'Music']",Popularity: #2981,Members: 19447,Duration: 24 min per ep,Studios: Tatsunoko Production,"Aired: Jan 11, 2014 to Mar 29, 2014"
"Nonton Wake Up, Girls! Seishun no Kage Sub Indo",7.22,"['Drama', 'Idols (Female)', 'Music']",Popularity: #6341,Members: 3857,Duration: 54 min,Studios: Ordet,"Aired: Sep 25, 2015"
"Nonton Wake Up, Girls! Shin Shou Sub Indo",6.61,"['Drama', 'Idols (Female)', 'Music']",Popularity: #5541,Members: 4384,Duration: 23 min per ep,Studios: Millepensee,"Aired: Oct 10, 2017 to Jan 8, 2018"
Nonton Walkure Romanze Sub Indo,6.3,"['Ecchi', 'Harem', 'Romance', 'School', 'Sports']",Popularity: #1624,Members: 54732,Duration: 23 min per ep,Studios: 8bit,"Aired: Oct 7, 2013 to Dec 23, 2013"
Nonton Wangan Midnight Sub Indo,7.48,"['Action', 'Racing', 'Seinen']",Popularity: #3341,Members: 17098,Duration: 25 min per ep,Studios: A.C.G.T.,"Aired: Jun 15, 2007 to Sep 13, 2008"
Nonton Warau Arsnotoria Sun! Sub Indo,5.84,"['Action', 'Fantasy']",Popularity: #4180,Members: 7927,Duration: 23 min per ep,Studios: LIDENFILMS,"Aired: Jul 6, 2022 to Sep 21, 2022"
